asin,title,imgUrl,productURL,stars,reviews,price,listPrice,category,isBestSeller,boughtInLastMonth
B07Z4JBDCD,EBESTPANEL 349896-A01/349896-A02 New Inverter PF700 Series Drive Board,https://m.media-amazon.com/images/I/61gW5FIBsaL._AC_UL320_.jpg,https://www.amazon.com/dp/B07Z4JBDCD,0,0,225,0,Computer Monitors,FALSE,0
B081D7FHR1,E Mishan & Sons Inc Light MAG/Port/MNT 200LM,https://m.media-amazon.com/images/I/41PXitTF44S._AC_UL320_.jpg,https://www.amazon.com/dp/B081D7FHR1,0,0,18.99,0,Computer Monitors,FALSE,0
B094CCLN9X,LCDOLED Compatible with NV156FHM-N4T NV156FHM-N4L N156HCA-E5A B156HAN02.5 NV156FHM-N4H 15.6 inches FullHD 1920x1080 IPS LCD Display Screen Panel Replacement,https://m.media-amazon.com/images/I/61jVlMfW+SL._AC_UL320_.jpg,https://www.amazon.com/dp/B094CCLN9X,5,1,69.99,0,Computer Monitors,FALSE,0
B0CBV382YN,"CopGain P1M 14'' Portable Monitor for Laptop Screen Extender for 16.2'' MacBook, Designed for MacBook Screen Extender FHD 1080P IPS Display Plug and Play",https://m.media-amazon.com/images/I/81KEvtUb8PL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CBV382YN,4.6,5,279,0,Computer Monitors,FALSE,0
B0BYFQTR42,"WOWNOVA Computer Hardware Temp Sensor Panel 8.8"" Monitor, PC Temperature Display, HD LCD Screen for PC Case Accessories Gaming Secondary Monitor, Compatible with Windows RPi (No-Touch)",https://m.media-amazon.com/images/I/41HjjmLPlHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYFQTR42,2.7,3,119.99,0,Computer Monitors,FALSE,0
B08FJ27T5Z,"VSDISPLAY 10.3"" 10.3 Inch 1920x720 850nit LCD Screen HSD103KPW2-A10 with HD-MI USB SD LCD Controller Board,Multimedia supports MP4",https://m.media-amazon.com/images/I/61WKFhSeoqL._AC_UL320_.jpg,https://www.amazon.com/dp/B08FJ27T5Z,2.6,4,119.99,129.99,Computer Monitors,FALSE,0
B0B2QW89DR,"Vbestlife 7Inch Touchscreen Monitor for Raspberry Pi, Ultra HD 1024x600 Portable HDMI Monitor Touch Screen for Raspberry Pi Display, Support for Raspbian/Ubuntu/Kodi / Win10 IOT",https://m.media-amazon.com/images/I/413v+cGsEwL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B2QW89DR,5,5,40.99,0,Computer Monitors,FALSE,0
B091XTCQ5H,"NexiGo 12.5 Inch Portable Monitor, Full HD 1080P IPS Computer Display, Stereo Speakers, USB Type-C HDMI Port for PC/PS4/Xbox/Switch, Included Smart Cover, Silver (Renewed)",https://m.media-amazon.com/images/I/71fBC2vMbEL._AC_UL320_.jpg,https://www.amazon.com/dp/B091XTCQ5H,3.5,3,119.99,0,Computer Monitors,FALSE,0
B0C4PL2R5R,Miktver 10.5 inch Portable Monitor,https://m.media-amazon.com/images/I/41bb3Vsr8RL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C4PL2R5R,0,0,89.99,0,Computer Monitors,FALSE,0
B07DC2MJMQ,FULLCOM New 17.3 inch Screen Compatible with N173FGA-E34 C1/ N173FGA-E34 REV.C1 LTN173KT04-401 B173RTN02.2 LTN173KT04-L01 N173FGA-E44 Laptop Replacement Screen,https://m.media-amazon.com/images/I/61wPpIQLhzL._AC_UL320_.jpg,https://www.amazon.com/dp/B07DC2MJMQ,3.2,6,56.02,0,Computer Monitors,FALSE,0
B0B2RLF99Q,"VSDISPLAY 9.7 inch Portable HD-MI LCD Monitor 2048x1536 2K IPS Display with HD-MI Mini HD-MI Video Input,Built in Dual Speaker,Support 180° Image Rotatio",https://m.media-amazon.com/images/I/71t3WXiHBlL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B2RLF99Q,2.6,4,83.99,0,Computer Monitors,FALSE,0
B07DGYLP3V,Fullcom New 15.6 inches Compatible with LP156WF4(SP)(L3) LP156WF4-SPL3 IPS FHD 1080P Laptop LED LCD Replacement Screen,https://m.media-amazon.com/images/I/21fK43CcoqL._AC_UL320_.jpg,https://www.amazon.com/dp/B07DGYLP3V,0,0,52.99,0,Computer Monitors,FALSE,0
B0B4J6WTSD,Keycaps 131 Keys XDA Profile PBT DYE-SUB Graffiti Cartoon Theme ANSI Layout with 6.25u Space Bar 1.75u/2u Shift Keycap Mechanical Keyboard,https://m.media-amazon.com/images/I/618VD67fNgL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4J6WTSD,0,0,15.99,25.99,Computer Monitors,FALSE,0
B0B1H7MCRT,FanyiTek HDMI VGA Controller Board eDP for 27 inch 2560x1440 2K LM270WQ1 SDA1 SDA2 30 pin WLED LCD Screen,https://m.media-amazon.com/images/I/61e2KyZJa5L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B1H7MCRT,3.6,9,45.99,0,Computer Monitors,FALSE,0
B0BYZ58CB5,"Bnztruk 21.5 inch 1080P 75Hz Computer Monitor Full HD IPS Display with HDMI&VGA Ultra-Slim Bezel Eye Care LED Display for Home Office and Business,VESA75*75mm Mount",https://m.media-amazon.com/images/I/71eiQp0cC+L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYZ58CB5,4.1,13,105.99,0,Computer Monitors,FALSE,0
B08P8NWPFH,"12.3 inch Portable Monitor, 16:9 Computer Display 2160x1440 Full HD IPS Screen, HDMI/VGA Gaming Monitor for Computers, Microscopes, DVDs, Camcorders(2K)",https://m.media-amazon.com/images/I/71fCj8VEG3L._AC_UL320_.jpg,https://www.amazon.com/dp/B08P8NWPFH,0,0,100.33,0,Computer Monitors,FALSE,0
B09R9FVZ8F,"Industrial Grade SIM7600G-H 4G DTU USB UART/RS232/RS485 Multi Interfaces Communication, LTE Global Band Support @XYGStudy",https://m.media-amazon.com/images/I/61O-8VQIGVL._AC_UL320_.jpg,https://www.amazon.com/dp/B09R9FVZ8F,0,0,96.99,0,Computer Monitors,FALSE,0
B0C1W5Z326,"waveshare 5inch DSI Touch LCD Display, 800 x 480 Capacitive Touch IPS Screen, 160° Viewing Angle, Adjustable Brightness Via Software, for Raspberry Pi 4B/3B+/3A+/3B/2B/B+/A+, Compute Module 4/3/3+",https://m.media-amazon.com/images/I/617g3V5UdkL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C1W5Z326,5,1,42.79,0,Computer Monitors,FALSE,0
B0CDFSF9VD,"Torich Smart Watches for Women with Diamonds, 100+ Sport Modes,Sport Fitness Tracker, Alexa Built-in(Answer/Make Call),Menstrual Cycle Monitoring Tracker, 2 Straps, Android iOS (Gold)",https://m.media-amazon.com/images/I/81ueC3oBvxL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CDFSF9VD,0,0,59.99,0,Wearable Technology,FALSE,0
B0C161KXKP,"Smart Watch Answer Make Calls, 1.83‘’ Watch Screen 2023 Fitness Watches with 37 Sports Blood Oxygen Heart Rate Sleep Monitor, SmartWatch for Women Men for Android iOS Phones (Black)",https://m.media-amazon.com/images/I/714ga6RSF3L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C161KXKP,3.9,28,19.99,0,Wearable Technology,FALSE,0
B0C371352Z,2 Pack Stretchy Nylon Watch Bands Compatible with Amazfit Bip U Pro/Bip 3/Bip/Bip Lite/Bip S/Bip S lite/Bip U/ /Bip 3 Pro. 20MM Loop Elastic Straps for Amazfit GTS/GTS 4/4 mini/GTS 2/2e/2 mini/GTS 3 for Women Men,https://m.media-amazon.com/images/I/81pqeP4is5L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C371352Z,4.2,50,8.99,9.99,Wearable Technology,FALSE,0
B08ZKNKB4F,"VIQIV Boho Hippie Bands Compatible with Apple Watch Ultra Band 38mm 40mm 41mm 42mm 44mm 45mm 49mm iwatch SE Series 8 7 6 5 4 3 2 1 for Women Girls, Fancy Turquoise Studs Leather Cuff Bracelets Metallic Wristband Strap Accessories",https://m.media-amazon.com/images/I/81fPnyz8xJL._AC_UL320_.jpg,https://www.amazon.com/dp/B08ZKNKB4F,4,320,18.99,0,Wearable Technology,FALSE,0
B0C7C88M2S,"KADES Solid Stainless Steel Band Compatible with Apple Watch 49mm 45mm 44mm 42mm 41mm 40mm 38mm, Metal Strap for Apple Watch Ultra 2/1, Apple Watch Series 9/8/7/6/5/4/SE/SE2022/3/2/1 for Women and Men",https://m.media-amazon.com/images/I/716J7ry-dCL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C7C88M2S,5,2,15.99,0,Wearable Technology,FALSE,0
B0BJPTDK73,TEZILON 4G Kids GPS Smart Watch Phone Video Call SOS Emergency Alarm Voice Message Camera Waterproof Tracker Watch Real-Time Tracking Geo-Fence Touch Screen Pedometer Anti-Lost Gift Blue,https://m.media-amazon.com/images/I/61LjymWhOQL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BJPTDK73,3.5,71,79.99,0,Wearable Technology,FALSE,0
B082VVXN9J,"Fintie Metal Band Compatible with Garmin Vivoactive 4 45mm, Garmin Venu 2 45mm, Forerunner 255 46mm, 22mm Quick Release Stainless Steel Metal Strap Accessories",https://m.media-amazon.com/images/I/61HAqM84M+L._AC_UL320_.jpg,https://www.amazon.com/dp/B082VVXN9J,4.4,54,14.99,0,Wearable Technology,FALSE,0
B07N2M5J84,"QGHXO Band for Suunto D4 / D4i, Classic Replacement Soft Wristband for Suunto D4 / D4i Novo Watch, Fits 5.7 inches-8.6 inches (145mm-220mm) Wrist",https://m.media-amazon.com/images/I/61vTEeXFLNL._AC_UL320_.jpg,https://www.amazon.com/dp/B07N2M5J84,4.1,59,19.99,0,Wearable Technology,FALSE,0
B0CHJ5KW2R,"Lamshaw Compatible for Amazfit Balance Screen Protector, [3 Pack] 9H Tempered Glass Screen Protector Film Compatible for Amazfit Balance Smartwatch (3 pack)",https://m.media-amazon.com/images/I/81w8EEEi7SL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CHJ5KW2R,0,0,10.99,0,Wearable Technology,FALSE,0
B0C5R2QYX4,"Compatible with TOOBUR Smart Watch Band, Lamshaw New Soft Silicone Sport Replacement Straps Compatible for TOOBUR IDW13 1.8"" Smart Watch/TEMINICE IDW13 1.8"" Smart Watch/VRPEFIT IDW13 1.8"" Watch/Konitee IDW13 1.8"" Smart Watch/Gydom IDW13 1.8"" Smart Watch/Faweio IDW13 1.8"" Smart Watch/Woneligo W3 1.8 Watch",https://m.media-amazon.com/images/I/61EKDLJZOdL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C5R2QYX4,3.5,2,16.99,0,Wearable Technology,FALSE,0
B091J4T8YM,"Kuaguozhe Sport Nylon Loop Bands Compatible with ID205L Veryfitpro Smart Watch and ID205 ID205G ID205U ID205S ID215G, Soft Breathable Replacement Wristband Sport Strap for Women Men",https://m.media-amazon.com/images/I/71q3qadxF3L._AC_UL320_.jpg,https://www.amazon.com/dp/B091J4T8YM,4.2,1132,11.99,0,Wearable Technology,FALSE,0
B0C2PWBZWX,"Military Smart Watches for Men with Bluetooth Call 1.43"" AMOLED Always On Display Rugged Outdoor Tactical Smartwatch with Heart Rate Blood Pressure Sleep Monitor Sports Fitness Watch for Android iOS",https://m.media-amazon.com/images/I/71lLZyXSU8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C2PWBZWX,4.1,31,59.99,0,Wearable Technology,FALSE,0
B0C1QCG3M1,"Cape Diablo Amazonite Protection Handmade Apple Watch Bracelet for Women - Crystal Band -Beaded Smart Watch Bracelet for Apple Models 4, 5, 6, 7, 8, SE - 38mm/40mm/41mm/42mm/44mm/45mm",https://m.media-amazon.com/images/I/61fMTdFPKnL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C1QCG3M1,4.3,8,42,0,Wearable Technology,FALSE,0
B0C6TR5GHS,"MAKCPOIMER Watch Adapter for holding Carnival Ocean Medallion,2/3 Pack Princess Cruise Medallion Holder Accessories",https://m.media-amazon.com/images/I/51eu5kZguiL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C6TR5GHS,4.2,23,10.99,11.99,Wearable Technology,FALSE,0
B09P178L3B,"Lewungiu Resin Band Compatible with Samsung Galaxy 5 & 4 Band, Watch 4 Classic 42 /Watch 5 Pro/Active 2 40mm 44mm /Galaxy watch 3 41mm/ Garmin Vivoactive 3 , Galaxy Watch 42mm,20mm Quick Release crystal Band Women men",https://m.media-amazon.com/images/I/51LBT8aEWrL._AC_UL320_.jpg,https://www.amazon.com/dp/B09P178L3B,4.2,282,11.99,0,Wearable Technology,FALSE,0
B095PZZLBD,"ZSZCXD Compatible for Amazfit T-rex Band, Adjustable Sport Silicone Replacement Strap Wristband for Amazfit T-Rex/Amazfit T-Rex Pro (8 Colors)",https://m.media-amazon.com/images/I/71DwhzOeXVS._AC_UL320_.jpg,https://www.amazon.com/dp/B095PZZLBD,4.5,51,19.99,0,Wearable Technology,FALSE,0
B0CH9MSRBG,"Vanjua Bands for Amazfit Bip 3 / Bip 3 Pro Band Women Men, Amazfit Bip U Pro / Bip / Bip Lite / Bip S / Bip S lite / Bip U, 20mm Quick Release Soft Silicone Replacement Strap for Amazfit GTR mini / GTS 4 / GTS 4 Mini / GTS 3 / GTS 2 / GTS 2e / GTS 2 mini / GTS Smart Watch",https://m.media-amazon.com/images/I/61D+OvPyUlL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CH9MSRBG,0,0,6.99,0,Wearable Technology,FALSE,0
B0BG87WTNX,"Anrir for Garmin Vivoactive 4S Watch Band, 18mm Soft Silicone Band for Garmin Vivomove 3S 39mm, Fossil Women's Gen 6/5E 42mm, Fossil Q Venture Gen 4 HR/Gen 3, Fossil Women's Sport 41mm Bands-3 Pack",https://m.media-amazon.com/images/I/81rydQbeveL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BG87WTNX,4.2,86,13.99,0,Wearable Technology,FALSE,0
B0C89ZSZBX,"Aemus Compatible for KOSPET TANK T2 Screen Protector (3 Pack) 9H Tempered Glass Film Compatible for AMAZTIM T2 1.43"" Smart Watch",https://m.media-amazon.com/images/I/51Nb-qhOwhL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C89ZSZBX,4.2,4,8.28,0,Wearable Technology,FALSE,0
B0BZS1VP21,"Leather Band for Fitbit Versa 2 Bands/Fitbit Versa Band/Fitbit Versa SE/Versa Lite Smart Watch Wristbands for Women Men, Adjustable Soft Leather Replacement Strap",https://m.media-amazon.com/images/I/71G-ALmlxDL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZS1VP21,4.5,38,11.99,0,Wearable Technology,FALSE,0
B0BZ3D1DQ4,"SUNITEC Bluetooth Single-Ear Headset, Bluetooth Cell Phone earpiece, Dual Microphone Wireless Headset for Computer- Compatible to Connect to Your PC Mac - Works with Teams, Zoom - Black BH830",https://m.media-amazon.com/images/I/61QuAxeNLgL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZ3D1DQ4,4.4,7,45.98,0,Wearable Technology,FALSE,0
B0BWJC412T,"iPad Pro 11 inch Case with Keyboard, Stain Resistant Cover, 7-Color Backlit, Smart Touchpad, 2 Device Connection, for iPad Pro 11 (4th/3rd/2nd/1st Gen), Pink Blush",https://m.media-amazon.com/images/I/71FroRZTePL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BWJC412T,4.3,0,42.98,0,Computers,FALSE,0
B01M0AADIX,Seagate BarraCuda 5TB Internal Hard Drive HDD – 2.5 Inch SATA 6Gb/s 5400 RPM 128MB Cache for Computer Desktop PC (ST5000LM000),https://m.media-amazon.com/images/I/91QeZSFnFwL._AC_UL320_.jpg,https://www.amazon.com/dp/B01M0AADIX,4.4,0,139.64,219.99,Computers,FALSE,0
B07HBDX2CM,"Yubico - YubiKey 5 Nano - Two-factor authentication (2FA) security key, connect via USB-A, compact size, FIDO certified - Protect your online accounts",https://m.media-amazon.com/images/I/51GAcuuCY0L._AC_UL320_.jpg,https://www.amazon.com/dp/B07HBDX2CM,4.6,0,60,0,Computers,FALSE,0
B0BY6YRT41,ASRock B650M-HDV/M.2 Supports AMD Socket AM5 Ryzen 7000 Series Processors,https://m.media-amazon.com/images/I/81sUb3eg3YL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BY6YRT41,4.3,0,124.99,159.99,Computers,FALSE,0
B08PPZMDPK,"2020 Apple MacBook Pro with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD Storage) Space Gray (Renewed)",https://m.media-amazon.com/images/I/61wXxWPCSQL._AC_UL320_.jpg,https://www.amazon.com/dp/B08PPZMDPK,4.6,0,815,0,Computers,FALSE,0
B0B6WRGDPL,"Dell 2022 Newest Inspiron 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 16GB DDR4 RAM, 512GB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",https://m.media-amazon.com/images/I/71I8QUVcEpL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B6WRGDPL,4.1,0,529.98,613,Computers,FALSE,0
B095S8XZZ2,"for iPad 6th/5th Generation Cases 2018/2017, iPad Air 2 Case 2014 9.7 inch, Heavy Duty Shockproof Rugged Protective iPad 5 6 Gen 9.7"" Case with Stand for Kids Boys Children (Red+Blue)",https://m.media-amazon.com/images/I/71ttKDHhwQL._AC_UL320_.jpg,https://www.amazon.com/dp/B095S8XZZ2,4.5,0,19.99,29.99,Computers,FALSE,0
B0BVQ3QW77,"2023 Tablet 10.1 Inch 2 in 1 Android Tablet with keyboard Octa-Core Processor 128GB Storage 1TB Expandable, 13+8MP Dual Camera, Newest Tablets PC with Case Mouse Stylus Support 5G WiFi, IPS FHD Screen",https://m.media-amazon.com/images/I/71JUZ-kVW-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BVQ3QW77,4.6,0,189.98,0,Computers,FALSE,0
B0087X728K,Arctic Silver 5 AS5-3.5G Thermal Paste,https://m.media-amazon.com/images/I/51j1esTqKQL._AC_UL320_.jpg,https://www.amazon.com/dp/B0087X728K,4.8,0,7.16,8.75,Computers,FALSE,0
B09DKG9JPP,"Microsoft Surface Go 3 - 10.5"" Touchscreen - Intel® Pentium® Gold - 4GB Memory - 64GB eMMC - Device Only - Platinum (Latest Model)",https://m.media-amazon.com/images/I/51AZDEVuWRL._AC_UL320_.jpg,https://www.amazon.com/dp/B09DKG9JPP,4.1,0,400.18,0,Computers,FALSE,0
B0863F794B,Apple Magic Keyboard for 12.9-inch iPad Pro (Previous Version) - US English,https://m.media-amazon.com/images/I/61jHLgXIH4L._AC_UL320_.jpg,https://www.amazon.com/dp/B0863F794B,4.8,0,217.89,349,Computers,FALSE,0
B09JND27DJ,"NETGEAR Orbi AX5700 Whole Home Tri-Band Mesh Wi-Fi 6 System (RBK843S) Router with 2 Satellite Extenders (Coverage Up to 7,500 SQ FT, 100 Devices, Up to 5.7Gbps, RBK843S)",https://m.media-amazon.com/images/I/51NP1tcdbiL._AC_UL320_.jpg,https://www.amazon.com/dp/B09JND27DJ,4.5,0,414.99,0,Computers,FALSE,0
B09BC8DH15,"2Pack Cleaning Gel Universal Dust Cleaner for Car Vent Keyboard Cleaning Slime Dashboard Cleaning Putty Auto Dust Cleaning Kit for Computer Cleaning and Car Detailing, Blue",https://m.media-amazon.com/images/I/71EhyugRfmL._AC_UL320_.jpg,https://www.amazon.com/dp/B09BC8DH15,4.2,0,9.89,13.99,Computers,FALSE,1000
B0B9H3G5P7,"Anti Theft Business Backpack Fits 15.6 Inch Laptop,Smart Work Backpack with USB Charging Port for Office Work Airplane Business Travel",https://m.media-amazon.com/images/I/61KI1GnYg-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B9H3G5P7,4.5,0,73.99,0,Computers,FALSE,400
B07V67STBD,Amicool External DVD Drive USB 3.0 USB C CD Burner CD/DVD +/-RW Optical Drive Slim Portable DVD CD ROM Rewriter Writer Duplicator for Laptop Desktop PC Windows 10/8/7 MacBook Mac Linux OS Apple,https://m.media-amazon.com/images/I/71Cn+mSQuwS._AC_UL320_.jpg,https://www.amazon.com/dp/B07V67STBD,4.4,0,23.89,26.99,Computers,FALSE,0
B09JPK5VJR,"Acer Aspire 5 A515-46-R3CZ Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 7 3700U Quad-Core Mobile Processor | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Fingerprint Reader | Windows 11 Home",https://m.media-amazon.com/images/I/71FoZZ2mGtL._AC_UL320_.jpg,https://www.amazon.com/dp/B09JPK5VJR,4.5,0,469.49,649.99,Computers,FALSE,0
B0869L1326,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",https://m.media-amazon.com/images/I/81fstJkUlaL._AC_UL320_.jpg,https://www.amazon.com/dp/B0869L1326,4.5,0,368,419.99,Computers,FALSE,0
B0BZBZK4DS,"Logitech G Yeti GX Dynamic RGB Gaming Microphone with LIGHTSYNC, Blue VO!CE, G HUB Control, Supercardioid, USB Plug and Play on PC/Mac - Black",https://m.media-amazon.com/images/I/61sx4-ZdOnL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZBZK4DS,1.5,0,149.99,0,Computers,FALSE,0
B08H9PTT1F,TP-Link Deco-W2400 AC1200 Wireless Dual-Band Mesh Wi-Fi System 2-Pack - Certified Refurbished,https://m.media-amazon.com/images/I/516BolkwbkL._AC_UL320_.jpg,https://www.amazon.com/dp/B08H9PTT1F,4.4,0,55.6,59,Computers,FALSE,0
B0C3MBJWLK,"Dell Latitude 7000 7440 14"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) 900 MHz - Intel Evo Platform - 16 GB Total RAM - 16 GB On-Board Memory - 256 GB",https://m.media-amazon.com/images/I/514gBV5d1OL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3MBJWLK,0,0,1099.99,0,Computers & Tablets,FALSE,0
B0CCYB6VY7,"HP Envy 17 17.3"" FHD Touchscreen Business Laptop[Windows 11 Pro], Intel 12-Core i7-1260P, 32GB DDRR4 RAM, 1TB PCIe SSD, Iris Xe Graphic, Backlit KB, Numeric Keypad, BT 5.3, Fast Charge, w/Battery",https://m.media-amazon.com/images/I/71FUANJliLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCYB6VY7,4.7,0,1149,0,Computers & Tablets,FALSE,0
B0BNN13L25,"HP 15 15.6"" FHD Touchscreen Laptop Computer, 11th Gen Intel 4-core i7-1165G7, 32GB RAM 1TB PCIe SSD, Intel Iris Xe Graphic, Numeric Pad, Bluetooth4.2, Fast Charge, Windows 11 Home(S Mode), w/Battery",https://m.media-amazon.com/images/I/71qWZoNx+7L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BNN13L25,5,0,839,0,Computers & Tablets,FALSE,0
B0B8B1FMMK,"HP Laptop 17-cn2063cl, 17.3"" FHD (1920 x 1080) IPS, Intel Core i5-1235U up to 4.4GHz Processor, Intel Iris Xe Graphics, 12GB DDR4 RAM, 512GB PCIe SSD Storage, Windows 11 Home, Natural Silver (Renewed)",https://m.media-amazon.com/images/I/71P-Ilon3EL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B8B1FMMK,4.3,0,499,0,Computers & Tablets,FALSE,0
B09K3N8J1B,Dell G15 15.6 Inch FHD 120Hz LED Gaming Laptop | AMD Ryzen 7 5800H Processor | 8GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 Ti | Backlit Keyboard | Wi-Fi 6 | Windows 10 Home | Gray,https://m.media-amazon.com/images/I/61ldNfgH46L._AC_UL320_.jpg,https://www.amazon.com/dp/B09K3N8J1B,4.3,0,980,0,Computers & Tablets,FALSE,0
B085LMQQLC,"HP Z240 Small Form Factor Worksation, Intel Quad Core i5-6500 up to 3.6GHz, 16G DDR4, 512G SSD, WiFi, BT 4.0, DVD, Windows 10 Pro 64 Bit-Multi-Language Supports English/Spanish/French(Renewed)",https://m.media-amazon.com/images/I/61CwfLAx7fL._AC_UL320_.jpg,https://www.amazon.com/dp/B085LMQQLC,3.8,0,120.6,0,Computers & Tablets,FALSE,0
B07K395FP2,"Microsoft Surface Pro 6 (Intel Core i7, 16GB RAM, 512 GB) Black",https://m.media-amazon.com/images/I/41tj-JYbB2L._AC_UL320_.jpg,https://www.amazon.com/dp/B07K395FP2,4.5,0,949,0,Computers & Tablets,FALSE,0
B07C3H4KSX,"DELL Optiplex 3010 TW Tower High Performance Business Desktop Computer, Intel Quad Core i5-3470 up to 3.6GHz, 8GB RAM, 2TB HDD, DVD, USB 3.0, WiFi, Windows 10 Pro (Renewed)']",https://m.media-amazon.com/images/I/71G+0z2CnNL._AC_UL320_.jpg,https://www.amazon.com/dp/B07C3H4KSX,4.2,0,100.98,106,Computers & Tablets,FALSE,0
